"yr","r","g","m","Val"
"1998","de","trn","trn",0.0307589844825373
"1998","de","wtt","trn",0.00350187002836129
"1998","de","mvt","trd",0.0875190072361802
"1998","de","ott","trd",0.371522989564447
"1998","de","fbt","trd",0.106265387478368
"1998","de","gmt","trd",0.090308595459409
"1998","fl","wht","trd",10.8546393681565
"1998","fl","trk","trn",2.36059727980373
"1998","fl","otr","trn",0.0130733449753197
"1998","fl","air","trn",0.0464842385953451
"1998","fl","pip","trn",0.177426208458118
"1998","fl","trn","trn",0.564587130114142
"1998","fl","wtt","trn",0.17353166398659
"1998","fl","mvt","trd",1.75159717415535
"1998","fl","ott","trd",7.43562614802847
"1998","fl","fbt","trd",2.12678546404587
"1998","fl","gmt","trd",1.80742773031875
"1998","ga","wht","trd",6.40183416579568
"1998","ga","trk","trn",1.48922287978779
"1998","ga","otr","trn",0.00824754167903791
"1998","ga","air","trn",0.0293253712769923
"1998","ga","pip","trn",0.201522979989215
"1998","ga","trn","trn",0.356179378411219
"1998","ga","wtt","trn",0.0427976116596499
"1998","ga","mvt","trd",1.03305455426875
"1998","ga","ott","trd",4.38537328639199
"1998","ga","fbt","trd",1.25433258399987
"1998","ga","gmt","trd",1.06598222232106
"1998","hi","wht","trd",1.47155813055773
"1998","hi","trk","trn",0.188283774273834
"1998","hi","otr","trn",0.00205062793072282
"1998","hi","air","trn",0.00729131512875631
"1998","hi","pip","trn",0.0108335660087076
"1998","hi","trn","trn",0.000498085927517936
"1998","hi","wtt","trn",0.0272194207150117
"1998","hi","mvt","trd",0.250297231238119
"1998","hi","ott","trd",1.06252548521651
"1998","hi","fbt","trd",0.303910351616579
"1998","hi","gmt","trd",0.258275226311628
"1998","ia","wht","trd",2.64435695000538
"1998","ia","trk","trn",0.649293390801501
"1998","ia","otr","trn",0.00359588505873769
"1998","ia","air","trn",0.0127857085808838
"1998","ia","pip","trn",0.110229660005893
"1998","ia","trn","trn",0.155292347089877
"1998","ia","wtt","trn",0.0463099183305868
"1998","ia","mvt","trd",0.426715987882159
"1998","ia","ott","trd",1.811432790652
"1998","ia","fbt","trd",0.51811762070316
"1998","ia","gmt","trd",0.44031716929464
"1998","id","wht","trd",0.754039517436934
"1998","id","trk","trn",0.174533368673778
"1998","id","otr","trn",0.000966592208632329
"1998","id","air","trn",0.0034368635521582
"1998","id","pip","trn",0.0296302937333845
"1998","id","trn","trn",0.0417433734130521
"1998","id","wtt","trn",0.0051030541208679
"1998","id","mvt","trd",0.121678246798199
"1998","id","ott","trd",0.516530836477993
"1998","id","fbt","trd",0.14774146156395
"1998","id","gmt","trd",0.125556629506259
"1998","il","wht","trd",12.5155488589802
"1998","il","trk","trn",3.04856336802287
"1998","il","otr","trn",0.0168834052848689
"1998","il","air","trn",0.0600314793991402
"1998","il","pip","trn",0.517550476139551
"1998","il","trn","trn",0.729128876682534
"1998","il","wtt","trn",0.224105262912765
"1998","il","mvt","trd",2.01961569342456
"1998","il","ott","trd",8.57337947364398
"1998","il","fbt","trd",2.45221296489333
"1998","il","gmt","trd",2.08398909449184
"1998","in","wht","trd",5.30809200582151
"1998","in","trk","trn",1.3686449655915
"1998","in","otr","trn",0.00757976294262266
"1998","in","air","trn",0.0269509838366681
"1998","in","pip","trn",0.214793328556768
"1998","in","trn","trn",0.327340601414537
"1998","in","wtt","trn",0.100611502147333
"1998","in","mvt","trd",0.85655899216969
"1998","in","ott","trd",3.63613993758417
"1998","in","fbt","trd",1.04003205789752
"1998","in","gmt","trd",0.883861025779475
"1998","ks","wht","trd",2.18486688514603
"1998","ks","trk","trn",0.527835353771505
"1998","ks","otr","trn",0.00292323206887645
"1998","ks","air","trn",0.0103939900014682
"1998","ks","pip","trn",0.0896098934774319
"1998","ks","trn","trn",0.126243069967197
"1998","ks","wtt","trn",0.00235951673110582
"1998","ks","mvt","trd",0.352568752597569
"1998","ks","ott","trd",1.49667370698769
"1998","ks","fbt","trd",0.428088209529612
"1998","ks","gmt","trd",0.36380655877458
"1998","ky","wht","trd",3.05959715615469
"1998","ky","trk","trn",0.754815902751273
"1998","ky","otr","trn",0.00418028469911022
"1998","ky","air","trn",0.0148636291413368
"1998","ky","pip","trn",0.128144074013454
"1998","ky","trn","trn",0.180530303895923
"1998","ky","wtt","trn",0.0554878465414734
"1998","ky","mvt","trd",0.493722688613328
"1998","ky","ott","trd",2.09587991319891
"1998","ky","fbt","trd",0.59947701041412
"1998","ky","gmt","trd",0.509459647260263
"1998","la","wht","trd",3.92194625200281
"1998","la","trk","trn",1.4450355405869
"1998","la","otr","trn",0.00800282550747529
"1998","la","air","trn",0.0284552462303014
"1998","la","pip","trn",0.245321727576342
"1998","la","trn","trn",0.34561103486518
"1998","la","wtt","trn",0.106227107869351
"1998","la","mvt","trd",0.632878692621549
"1998","la","ott","trd",2.68660478837327
"1998","la","fbt","trd",0.768439926617788
"1998","la","gmt","trd",0.653051121484975
"1998","ma","wht","trd",5.66136298788269
"1998","ma","trk","trn",1.14138469319813
"1998","ma","otr","trn",0.00632116116179256
"1998","ma","air","trn",0.022475836459537
"1998","ma","pip","trn",0.0615285258376577
"1998","ma","trn","trn",0.272986465672163
"1998","ma","wtt","trn",0.0839051992282067
"1998","ma","mvt","trd",0.913565810443611
"1998","ma","ott","trd",3.87813701021469
"1998","ma","fbt","trd",1.10924961216478
"1998","ma","gmt","trd",0.942684884190421
"1998","md","wht","trd",2.96582930084533
"1998","md","trk","trn",0.674844469475926
"1998","md","otr","trn",0.00373739079919591
"1998","md","air","trn",0.0132888534618985
"1998","md","pip","trn",0.114567432043875
"1998","md","trn","trn",0.161403431900291
"1998","md","wtt","trn",0.0496090056199853
"1998","md","mvt","trd",0.478591507851275
"1998","md","ott","trd",2.03164722032583
"1998","md","fbt","trd",0.581104763773505
"1998","md","gmt","trd",0.493846173965532
"1998","me","wht","trd",0.833873006425767
"1998","me","trk","trn",0.189269091338038
"1998","me","otr","trn",0.00104820087076995
"1998","me","air","trn",0.00372703538877797
"1998","me","pip","trn",0.0321319574223023
"1998","me","trn","trn",0.0452677354210706
"1998","me","wtt","trn",0.0139135042822088
"1998","me","mvt","trd",0.134560859381905
"1998","me","ott","trd",0.571218234011913
"1998","me","fbt","trd",0.163383501632422
"1998","me","gmt","trd",0.138849863570748
"1998","mi","wht","trd",12.4569988026478
"1998","mi","trk","trn",2.65837300446884
"1998","mi","otr","trn",0.0147224720022501
"1998","mi","air","trn",0.0523479570498481
"1998","mi","pip","trn",0.451308386320889
"1998","mi","trn","trn",0.635806538542975
"1998","mi","wtt","trn",0.086500175137449
"1998","mi","mvt","trd",2.01016755703421
"1998","mi","ott","trd",8.53327161606646
"1998","mi","fbt","trd",2.44074105831926
"1998","mi","gmt","trd",2.07423980740477
"1998","mn","wht","trd",4.91298912036585
"1998","mn","trk","trn",1.13528477948137
"1998","mn","otr","trn",0.00628737891650188
"1998","mn","air","trn",0.0223557186202737
"1998","mn","pip","trn",0.175841685228889
"1998","mn","trn","trn",0.271527541352986
"1998","mn","wtt","trn",0.0566797455807582
"1998","mn","mvt","trd",0.792801821231794
"1998","mn","ott","trd",3.36548724737374
"1998","mn","fbt","trd",0.962618240165833
"1998","mn","gmt","trd",0.818071653394016
"1998","mo","wht","trd",3.91328402702958
"1998","mo","trk","trn",0.906255065370021
"1998","mo","otr","trn",0.00501897769966007
"1998","mo","air","trn",0.0178457278788369
"1998","mo","pip","trn",0.124423440326405
"1998","mo","trn","trn",0.216750205927208
"1998","mo","wtt","trn",0.0666204061300162
"1998","mo","mvt","trd",0.631480882130534
"1998","mo","ott","trd",2.68067100611424
"1998","mo","fbt","trd",0.766742708171877
"1998","mo","gmt","trd",0.651608757064394
"1998","ms","wht","trd",1.44362080177527
"1998","ms","trk","trn",0.375165875029299
"1998","ms","otr","trn",0.00207772539144563
"1998","ms","air","trn",0.00738766421400915
"1998","ms","pip","trn",0.0636914027405148
"1998","ms","trn","trn",0.0897289116240802
"1998","ms","wtt","trn",0.0275791042893316
"1998","ms","mvt","trd",0.232954963419562
"1998","ms","ott","trd",0.988906606423815
"1998","ms","fbt","trd",0.282853407900121
"1998","ms","gmt","trd",0.240380189584939
"1998","mt","wht","trd",0.560165515286365
"1998","mt","trk","trn",0.177159323760497
"1998","mt","otr","trn",0.000981135145300129
"1998","mt","air","trn",0.00348857314440252
"1998","mt","pip","trn",0.0300760985736932
"1998","mt","trn","trn",0.0423714265159271
"1998","mt","wtt","trn",0.0009836822631715
"1998","mt","mvt","trd",0.0903930845011125
"1998","mt","ott","trd",0.38372360530984
"1998","mt","fbt","trd",0.109755085817571
"1998","mt","gmt","trd",0.0932742813056551
"1998","nc","wht","trd",7.391640777499
"1998","nc","trk","trn",1.73233829715136
"1998","nc","otr","trn",0.00959395165214312
"1998","nc","air","trn",0.0341127338498555
"1998","nc","pip","trn",0.0929047442785657
"1998","nc","trn","trn",0.365401683094868
"1998","nc","wtt","trn",0.127347239558527
"1998","nc","mvt","trd",1.19277818996188
"1998","nc","ott","trd",5.06340888700933
"1998","nc","fbt","trd",1.44826867368358
"1998","nc","gmt","trd",1.23079690265892
"1998","nd","wht","trd",0.495337158031533
"1998","nd","trk","trn",0.122046324085302
"1998","nd","otr","trn",0.000675911012601642
"1998","nd","air","trn",0.00240330296785638
"1998","nd","pip","trn",0.0207196392254741
"1998","nd","trn","trn",0.0291899785049445
"1998","nd","wtt","trn",0.000898870777479119
"1998","nd","mvt","trd",0.0799318279340984
"1998","nd","ott","trd",0.339314996973032
"1998","nd","fbt","trd",0.0970530509372577
"1998","nd","gmt","trd",0.0824795817638966
"1998","ne","wht","trd",1.42722818029459
"1998","ne","trk","trn",0.339045711207811
"1998","ne","otr","trn",0.00187768645797594
"1998","ne","air","trn",0.00667639578735035
"1998","ne","pip","trn",0.0575593314245186
"1998","ne","trn","trn",0.0810900049347857
"1998","ne","wtt","trn",0.00222939493328409
"1998","ne","mvt","trd",0.230309710225174
"1998","ne","ott","trd",0.977677361417849
"1998","ne","fbt","trd",0.279641547247709
"1998","ne","gmt","trd",0.237650621366975
"1998","nh","wht","trd",0.759984475927671
"1998","nh","trk","trn",0.154662851425843
"1998","nh","otr","trn",0.000856546277018827
"1998","nh","air","trn",0.00304557873934051
"1998","nh","pip","trn",0.0170423834887418
"1998","nh","trn","trn",0.0369909158876294
"1998","nh","wtt","trn",0.00326402349638137
"1998","nh","mvt","trd",0.122637575997417
"1998","nh","ott","trd",0.520603241585467
"1998","nh","fbt","trd",0.148906276982834
"1998","nh","gmt","trd",0.12654653644534
"1998","nj","wht","trd",6.91151297454437
"1998","nj","trk","trn",1.70654308248847
"1998","nj","otr","trn",0.00945109384963456
"1998","nj","air","trn",0.0336047815094598
"1998","nj","pip","trn",0.231484542843589
"1998","nj","trn","trn",0.122658501985146
"1998","nj","wtt","trn",0.125450987893052
"1998","nj","mvt","trd",1.11530067326465
"1998","nj","ott","trd",4.73451257595195
"1998","nj","fbt","trd",1.35419564209086
"1998","nj","gmt","trd",1.1508498610554
"1998","nm","wht","trd",0.907823929321976
"1998","nm","trk","trn",0.21974968075981
"1998","nm","otr","trn",0.00121700698775194
"1998","nm","air","trn",0.00432725085260593
"1998","nm","pip","trn",0.0373066058267682
"1998","nm","trn","trn",0.0525578177460223
"1998","nm","wtt","trn",0.0161541860990124
"1998","nm","mvt","trd",0.146494210935821
"1998","nm","ott","trd",0.621875966370208
"1998","nm","fbt","trd",0.177872951031342
"1998","nm","gmt","trd",0.151163579779264
"1998","nv","wht","trd",0.809186152698544
"1998","nv","trk","trn",0.185877510757613
"1998","nv","otr","trn",0.00102941778425247
"1998","nv","air","trn",0.00366024930787182
"1998","nv","pip","trn",0.0315561733783568
"1998","nv","trn","trn",0.0444565666703331
"1998","nv","wtt","trn",0.00528155835641773
"1998","nv","mvt","trd",0.13057717814103
"1998","nv","ott","trd",0.554307288483386
"1998","nv","fbt","trd",0.158546524568577
"1998","nv","gmt","trd",0.134739206137779
"1998","ny","wht","trd",14.4382932691804
"1998","ny","trk","trn",3.07033591890211
"1998","ny","otr","trn",0.0170039849665758
"1998","ny","air","trn",0.0604602185401019
"1998","ny","pip","trn",0.348975811159744
"1998","ny","trn","trn",0.651719950078087
"1998","ny","wtt","trn",0.225705801477997
"1998","ny","mvt","trd",2.32988612814852
"1998","ny","ott","trd",9.89049449953807
"1998","ny","fbt","trd",2.82894264922404
"1998","ny","gmt","trd",2.40414911523894
"1998","oh","wht","trd",10.4906400150341
"1998","oh","trk","trn",2.58579351228744
"1998","oh","otr","trn",0.0143205157907697
"1998","oh","air","trn",0.0509187414608301
"1998","oh","pip","trn",0.414478898925295
"1998","oh","trn","trn",0.618447606739392
"1998","oh","wtt","trn",0.190086235696365
"1998","oh","mvt","trd",1.69285913443807
"1998","oh","ott","trd",7.18627994534554
"1998","oh","fbt","trd",2.0554658644824
"1998","oh","gmt","trd",1.74681746936604
"1998","ok","wht","trd",2.19754597686715
"1998","ok","trk","trn",0.5171633417161
"1998","ok","otr","trn",0.0028641288510702
"1998","ok","air","trn",0.0101838396471828
"1998","ok","pip","trn",0.0877981204375216
"1998","ok","trn","trn",0.123690630925411
"1998","ok","wtt","trn",0.00319275680372091
"1998","ok","mvt","trd",0.354614758961881
"1998","ok","ott","trd",1.50535911630782
"1998","ok","fbt","trd",0.43057246598947
"1998","ok","gmt","trd",0.365917779718431
"1998","or","wht","trd",2.13315893519679
"1998","or","trk","trn",0.451447848344867
"1998","or","otr","trn",0.00250018650376016
"1998","or","air","trn",0.00888978805294682
"1998","or","pip","trn",0.0766416900871548
"1998","or","trn","trn",0.107973370669318
"1998","or","wtt","trn",0.0331867265105737
"1998","or","mvt","trd",0.344224716841009
"1998","or","ott","trd",1.46125281720379
"1998","or","fbt","trd",0.417956899534157
"1998","or","gmt","trd",0.355196564518081
"1998","pa","wht","trd",8.61605023766038
"1998","pa","trk","trn",2.17951476838909
"1998","pa","otr","trn",0.0120704826230773
"1998","pa","air","trn",0.0429184111083531
"1998","pa","pip","trn",0.370013271813509
"1998","pa","trn","trn",0.521277389690331
"1998","pa","wtt","trn",0.160219969614365
"1998","pa","mvt","trd",1.39035934191792
"1998","pa","ott","trd",5.90215172213086
"1998","pa","fbt","trd",1.68817127694747
"1998","pa","gmt","trd",1.4346757729282
"1998","ri","wht","trd",0.781909601275878
"1998","ri","trk","trn",0.174472016815539
"1998","ri","otr","trn",0.000966252432756746
"1998","ri","air","trn",0.00343565542807831
"1998","ri","pip","trn",0.021547827347535
"1998","ri","trn","trn",0.0210332022014589
"1998","ri","wtt","trn",0.0108683642588809
"1998","ri","mvt","trd",0.12617560119571
"1998","ri","ott","trd",0.535622352751536
"1998","ri","fbt","trd",0.153202139452917
"1998","ri","gmt","trd",0.130197332957412
"1998","sc","wht","trd",2.26475233737377
"1998","sc","trk","trn",0.505060933755996
"1998","sc","otr","trn",0.00279710388427551
"1998","sc","air","trn",0.00994552232638916
"1998","sc","pip","trn",0.0857435110212021
"1998","sc","trn","trn",0.120796082229568
"1998","sc","wtt","trn",0.022103902255723
"1998","sc","mvt","trd",0.365459750412633
"1998","sc","ott","trd",1.55139670028899
"1998","sc","fbt","trd",0.443740430927689
"1998","sc","gmt","trd",0.377108445341999
"1998","sd","wht","trd",0.717983500690506
"1998","sd","trk","trn",0.165947861179492
"1998","sd","otr","trn",0.000919044368845641
"1998","sd","air","trn",0.00326780007731606
"1998","sd","pip","trn",0.0281727437483077
"1998","sd","trn","trn",0.0396899663883792
"1998","sd","wtt","trn",9.45995659395228E-5
"1998","sd","mvt","trd",0.115859940459104
"1998","sd","ott","trd",0.491831806706447
"1998","sd","fbt","trd",0.14067688671196
"1998","sd","gmt","trd",0.119552869979848
"1998","tn","wht","trd",3.56783832198874
"1998","tn","trk","trn",0.784914623990983
"1998","tn","otr","trn",0.00434697597231012
"1998","tn","air","trn",0.0154563249609463
"1998","tn","pip","trn",0.133253893173587
"1998","tn","trn","trn",0.187729054309736
"1998","tn","wtt","trn",0.0577004565555922
"1998","tn","mvt","trd",0.575736817288664
"1998","tn","ott","trd",2.44403439111428
"1998","tn","fbt","trd",0.699058386364445
"1998","tn","gmt","trd",0.594087901194969
"1998","tx","wht","trd",28.0522606359358
"1998","tx","trk","trn",7.7545611760845
"1998","tx","otr","trn",0.0429459333256548
"1998","tx","air","trn",0.152700706298061
"1998","tx","pip","trn",1.31648135349034
"1998","tx","trn","trn",1.85466851002392
"1998","tx","wtt","trn",0.570051450912304
"1998","tx","mvt","trd",4.52675199903206
"1998","tx","ott","trd",19.216310705613
"1998","tx","fbt","trd",5.49637239254194
"1998","tx","gmt","trd",4.67103807430597
"1998","ut","wht","trd",1.19597569041894
"1998","ut","trk","trn",0.309593070940034
"1998","ut","otr","trn",0.00171457327897293
"1998","ut","air","trn",0.00609642241824436
"1998","ut","pip","trn",0.0525591965563886
"1998","ut","trn","trn",0.0740457785496519
"1998","ut","wtt","trn",0.00328443222975608
"1998","ut","mvt","trd",0.192992836394167
"1998","ut","ott","trd",0.819265183712482
"1998","ut","fbt","trd",0.234331480527779
"1998","ut","gmt","trd",0.199144306349943
"1998","va","wht","trd",5.39438580155297
"1998","va","trk","trn",1.26922896990721
"1998","va","otr","trn",0.00702918211345487
"1998","va","air","trn",0.0249933111310695
"1998","va","pip","trn",0.191477230675638
"1998","va","trn","trn",0.303563148067858
"1998","va","wtt","trn",0.0933032571935765
"1998","va","mvt","trd",0.870484094941302
"1998","va","ott","trd",3.69525276318719
"1998","va","fbt","trd",1.05693988727575
